Date,USD,BOV
9/15/2021,5.2389,115.06254
9/16/2021,5.2217,113.79428
9/17/2021,5.2568,111.43937
9/20/2021,5.2897,108.84374
9/21/2021,5.3232,110.24973
9/22/2021,5.2689,112.28228
9/23/2021,5.2877,114.06436
9/24/2021,5.3019,113.28267
9/27/2021,5.337,113.58301
9/28/2021,5.3904,110.12385
9/29/2021,5.4276,111.10683
9/30/2021,5.4143,110.9791
10/1/2021,5.4417,112.89964
10/4/2021,5.3679,110.39309
10/5/2021,5.4532,110.45764
10/6/2021,5.4755,110.55957
10/7/2021,5.4919,110.58543
10/8/2021,5.517,112.8332
10/11/2021,5.5069,112.18048
10/13/2021,5.5315,113.45592
10/14/2021,5.5125,113.18548
10/15/2021,5.5137,114.64799
10/18/2021,5.4597,114.42818
10/19/2021,5.5128,110.67276
10/20/2021,5.5848,110.78643
10/21/2021,5.5978,107.73501
10/22/2021,5.6593,106.29618
10/25/2021,5.6504,108.71455
10/26/2021,5.5556,106.41953
10/27/2021,5.5666,106.3631
10/28/2021,5.5365,105.70496
10/29/2021,5.646,103.50071
11/1/2021,5.6358,105.55086
11/3/2021,5.6801,105.61688
11/4/2021,5.5535,103.41209
11/5/2021,5.6032,104.82423
11/8/2021,5.5433,104.78113
11/9/2021,5.5446,105.53508
11/10/2021,5.4806,105.96751
11/11/2021,5.4918,107.59467
11/12/2021,5.3995,106.33454
11/16/2021,5.457809,104.40366
11/17/2021,5.5037,102.94845
11/18/2021,5.5302,102.426
11/19/2021,5.5579,103.03502
11/22/2021,5.6136,102.12237
11/23/2021,5.5872,103.65382
11/24/2021,5.5721,104.51419
11/25/2021,5.6062,105.81125
11/26/2021,5.5666,102.22426
11/29/2021,5.6097,102.81403
11/30/2021,5.6023,101.91545
12/1/2021,5.624079,100.77457
12/2/2021,5.695634,104.46624
12/3/2021,5.646861,105.06969
12/6/2021,5.653734,106.85887
12/7/2021,5.6892,107.55767
12/8/2021,5.6128,108.09553
12/9/2021,5.5333,106.29124
12/10/2021,5.5726,107.75834
12/13/2021,5.612196,107.38332
12/14/2021,5.6813,106.75992
12/15/2021,5.6822,107.43118
12/16/2021,5.6809,108.32633
12/17/2021,5.6889,107.20056
12/20/2021,5.69633,105.01978
12/21/2021,5.743,105.49988
12/22/2021,5.7457,105.24372
12/23/2021,5.6545,104.89132
12/27/2021,5.674861,105.5544
12/28/2021,5.6256,104.86417
12/29/2021,5.6288,104.10724
12/30/2021,5.7042,104.82244
1/3/2022,5.5713,103.92159
1/4/2022,5.6824,103.51364
1/5/2022,5.6776,101.00564
1/6/2022,5.709171,101.56105
1/7/2022,5.6839,102.71947
1/10/2022,5.6358,101.9452
1/11/2022,5.6635,103.77898
1/12/2022,5.5693,105.68566
1/13/2022,5.5347,105.5295
1/14/2022,5.5282,106.92779
1/17/2022,5.5349,106.37387
1/18/2022,5.5173,106.66766
1/19/2022,5.5672,108.01347
1/20/2022,5.4387,109.10199
1/21/2022,5.419845,108.94168
1/24/2022,5.4587,107.93711
1/25/2022,5.4876,110.20377
1/26/2022,5.444243,111.28918
1/27/2022,5.432726,112.61165
1/28/2022,5.407074,111.9101
1/31/2022,5.3676,112.14351
2/1/2022,5.3046,113.22831
2/2/2022,5.2662,111.89436
2/3/2022,5.2624,111.69594
2/4/2022,5.2844,112.24494
2/7/2022,5.3285,111.9964
2/8/2022,5.2638,112.23446
2/9/2022,5.26,112.46139
2/10/2022,5.236,113.36777
2/11/2022,5.2502,113.57235
2/14/2022,5.25398,113.89919
2/15/2022,5.2154,114.82818
2/16/2022,5.1594,115.18095
2/17/2022,5.1373,113.52848
2/18/2022,5.1721,112.87985
2/21/2022,5.139,111.7253
2/22/2022,5.1043,112.8918
2/23/2022,5.0586,112.00761
2/24/2022,5.01015,111.59187
2/25/2022,5.1237,113.14194
3/2/2022,5.1609,115.17361
3/3/2022,5.100102,115.16555
3/4/2022,5.0324,114.47378
3/7/2022,5.064146,111.59346
3/8/2022,5.112,111.20345
3/9/2022,5.0604,113.90034
3/10/2022,5.0132,113.66313
3/11/2022,5.0112,111.71307
3/14/2022,5.075,109.92762
3/15/2022,5.1229,108.9593
3/16/2022,5.1647,111.11243
3/17/2022,5.0773,113.07633
3/18/2022,5.0407,115.31091
3/21/2022,5.01955,116.15453
3/22/2022,4.9365,117.27244
3/23/2022,4.9115,117.45734
3/24/2022,4.8257,119.05291
3/25/2022,4.8278,119.08113
3/28/2022,4.7432,118.73778
3/29/2022,4.7656,120.01417
3/30/2022,4.7577,120.25976
3/31/2022,4.7712,119.99923
4/1/2022,4.7393,121.57015
4/4/2022,4.6587,121.27951
4/5/2022,4.5953,118.88515
4/6/2022,4.6523,118.22775
4/7/2022,4.7167,118.86212
4/8/2022,4.7536,118.32226
4/11/2022,4.6996,116.95285
4/12/2022,4.6951,116.14686
4/13/2022,4.6746,116.78196
4/14/2022,4.6917,116.18161
4/18/2022,4.7021,115.68725
4/19/2022,4.6535,115.05666
4/20/2022,4.6665,114.34378
4/22/2022,4.6223,111.07751
4/25/2022,4.7967,110.68495
4/26/2022,4.8777,108.21286
4/27/2022,4.9993,109.34937
4/28/2022,4.9651,109.91897
4/29/2022,4.9393,107.87616
5/2/2022,4.9728,106.63864
5/3/2022,5.0862,106.52809
5/4/2022,4.96,108.34374
5/5/2022,4.9203,105.30419
5/6/2022,5.0295,105.13473
5/9/2022,5.0819,103.25002
5/10/2022,5.1624,103.10994
5/11/2022,5.1328,104.3969
5/12/2022,5.1381,105.68764
5/13/2022,5.1349,106.92418
5/16/2022,5.0598,108.23274
5/17/2022,5.0612,108.78933
5/18/2022,4.9396,106.24715
5/19/2022,4.969,107.00522
5/20/2022,4.9315,108.48788
5/23/2022,4.8817,110.34582
5/24/2022,4.815,110.58079
5/25/2022,4.8194,110.57981
5/26/2022,4.8243,111.88988
5/27/2022,4.7698,111.94168
5/30/2022,4.7311,111.03211
5/31/2022,4.7536,111.35051
6/1/2022,4.7319,111.35994
6/2/2022,4.816904,112.39291
6/3/2022,4.7972,111.10232
6/6/2022,4.7765,110.18591
6/7/2022,4.7957,110.06976
6/8/2022,4.871265,108.36767
6/9/2022,4.8996,107.09371
6/10/2022,4.9048,105.48123
6/13/2022,4.9855,102.59818
6/14/2022,5.1149,102.06325
6/15/2022,5.1176,102.80682
6/17/2022,5.0537,99.82494
6/20/2022,5.1536,99.85267
6/21/2022,5.1887,99.6845
6/22/2022,5.124306,99.52232
6/23/2022,5.1951,98.08034
6/24/2022,5.2395,98.67226
6/27/2022,5.2429,100.7636
6/28/2022,5.2383,100.59141
6/29/2022,5.2681,99.62158
6/30/2022,5.1824,98.54195
7/1/2022,5.2535,98.9539
7/4/2022,5.3325,98.60876
7/5/2022,5.3298,98.29464
7/6/2022,5.3875,98.71898
7/7/2022,5.4295,100.72972
7/8/2022,5.3397,100.28894
7/11/2022,5.2555,98.21246
7/12/2022,5.3787,98.27121
7/13/2022,5.4376,97.88116
7/14/2022,5.3924,96.12085
7/15/2022,5.4239,96.551
7/18/2022,5.4116,96.91613
7/19/2022,5.4383,98.2448
7/20/2022,5.4146,98.28683
7/21/2022,5.4718,99.03317
7/22/2022,5.4979,98.92482
7/25/2022,5.4982,100.26985
7/26/2022,5.3578,99.77169
7/27/2022,5.3516,101.43796
7/28/2022,5.2445,102.59666
7/29/2022,5.1842,103.16469
8/1/2022,5.1727,102.22508
8/2/2022,5.1855,103.3617
8/3/2022,5.2792,103.77468
8/4/2022,5.2842,105.89222
8/5/2022,5.2126,106.47192
8/8/2022,5.1661,108.40227
8/9/2022,5.1116,108.65105
8/10/2022,5.1252,110.23576
8/11/2022,5.0952,109.71794
8/12/2022,5.1594,112.76426
8/15/2022,5.0764,113.03198
8/16/2022,5.0971,113.51238
8/17/2022,5.145672,113.70776
8/18/2022,5.1665,113.81287
8/19/2022,5.1685,111.49621
8/22/2022,5.1699,110.50053
8/23/2022,5.1576,112.8571
8/24/2022,5.1048,112.89784
8/25/2022,5.1116,113.53172
8/26/2022,5.1103,112.29886
8/29/2022,5.064,112.32312
8/30/2022,5.0287,110.43064
8/31/2022,5.1234,109.52288
9/1/2022,5.1833,110.4053
9/2/2022,5.2419,110.88402
